bookingID,roomID,checkInTime,checkOutTime,deposit,user,totalPrice,status
877,R101,2025-12-02 17:06,2025-12-02 20:06,30.00,FAC001,90.00,Pending
230,R101,2025-12-02 17:06,2025-12-02 20:06,30.00,FAC001,90.00,Pending
386,R101,2025-12-02 17:06,2025-12-02 20:06,30.00,FAC001,90.00,Pending
227,R101,2025-12-02 17:06,2025-12-02 20:06,30.00,FAC001,90.00,Pending
793,R101,2025-12-02 17:06,2025-12-02 20:06,30.00,FAC001,90.00,Pending
207,R101,2025-12-02 17:18,2025-12-02 19:18,30.00,FAC001,60.00,Pending
474,R101,2025-12-02 17:18,2025-12-02 19:18,30.00,FAC001,60.00,Pending
547,R101,2025-12-02 17:18,2025-12-02 20:18,30.00,FAC001,90.00,Pending
894,R101,2025-12-02 17:18,2025-12-02 20:18,30.00,FAC001,90.00,Pending
162,R101,2025-12-02 17:18,2025-12-02 20:18,30.00,FAC001,90.00,Pending
301,R101,2025-12-02 17:18,2025-12-02 20:18,30.00,FAC001,90.00,Pending
590,R101,2025-12-02 17:18,2025-12-02 20:18,30.00,FAC001,90.00,Pending
213,R101,2025-12-02 17:18,2025-12-02 20:18,30.00,FAC001,90.00,Pending
124,R101,2025-12-02 17:18,2025-12-02 20:18,30.00,FAC001,90.00,Pending
232,R101,2025-12-02 17:18,2025-12-02 20:18,30.00,FAC001,90.00,Pending
460,R101,2025-12-02 17:35,2025-12-02 19:35,30.00,FAC001,60.00,Pending
887,R101,2025-12-02 17:35,2025-12-02 19:35,30.00,FAC001,60.00,Pending
158,R101,2025-12-02 17:35,2025-12-02 20:35,30.00,FAC001,90.00,Pending
248,R101,2025-12-02 17:35,2025-12-02 20:35,30.00,FAC001,90.00,Pending
405,R101,2025-12-02 17:35,2025-12-02 20:35,30.00,FAC001,90.00,Pending
749,R101,2025-12-02 17:35,2025-12-02 20:35,30.00,FAC001,90.00,Pending
460,R101,2025-12-02 17:35,2025-12-02 20:35,30.00,FAC001,90.00,Pending
921,R101,2025-12-02 17:35,2025-12-02 20:35,30.00,FAC001,90.00,Pending
700,R101,2025-12-02 17:35,2025-12-02 20:35,30.00,FAC001,90.00,Pending
707,R101,2025-12-02 17:35,2025-12-02 20:35,30.00,FAC001,90.00,Pending
163,R101,2025-12-02 17:42,2025-12-02 19:42,30.00,FAC001,60.00,Pending
468,R101,2025-12-02 17:42,2025-12-02 19:42,30.00,FAC001,60.00,Pending
586,R101,2025-12-02 17:43,2025-12-02 20:43,30.00,FAC001,90.00,Pending
900,R101,2025-12-02 17:43,2025-12-02 20:43,30.00,FAC001,90.00,Pending
644,R101,2025-12-02 17:43,2025-12-02 20:43,30.00,FAC001,90.00,Pending
554,R101,2025-12-02 17:43,2025-12-02 20:43,30.00,FAC001,90.00,Pending
398,R101,2025-12-02 17:43,2025-12-02 20:43,30.00,FAC001,90.00,Pending
671,R101,2025-12-02 17:43,2025-12-02 20:43,30.00,FAC001,90.00,Pending
572,R101,2025-12-02 17:43,2025-12-02 20:43,30.00,FAC001,90.00,Pending
426,R101,2025-12-02 17:43,2025-12-02 20:43,30.00,FAC001,90.00,Pending
390,R101,2025-12-02 19:00,2025-12-02 21:00,30.00,FAC001,60.00,Pending
886,R101,2025-12-02 19:00,2025-12-02 21:00,30.00,FAC001,60.00,Pending
268,R101,2025-12-02 19:00,2025-12-02 22:00,30.00,FAC001,90.00,Pending
239,R101,2025-12-02 19:00,2025-12-02 22:00,30.00,FAC001,90.00,Pending
725,R101,2025-12-02 19:00,2025-12-02 22:00,30.00,FAC001,90.00,Pending
561,R101,2025-12-02 19:00,2025-12-02 22:00,30.00,FAC001,90.00,Pending
904,R101,2025-12-02 19:00,2025-12-02 22:00,30.00,FAC001,90.00,Pending
341,R101,2025-12-02 19:00,2025-12-02 22:00,30.00,FAC001,90.00,Pending
656,R101,2025-12-02 19:00,2025-12-02 22:00,30.00,FAC001,90.00,Pending
666,R101,2025-12-02 19:00,2025-12-02 22:00,30.00,FAC001,90.00,Pending
605,R101,2025-12-02 19:00,2025-12-02 21:00,30.00,FAC001,60.00,Pending
786,R101,2025-12-02 19:00,2025-12-02 21:00,30.00,FAC001,60.00,Pending
314,R101,2025-12-02 19:00,2025-12-02 22:00,30.00,FAC001,90.00,Pending
918,R101,2025-12-02 19:00,2025-12-02 22:00,30.00,FAC001,90.00,Pending
343,R101,2025-12-02 19:00,2025-12-02 22:00,30.00,FAC001,90.00,Pending
246,R101,2025-12-02 19:00,2025-12-02 22:00,30.00,FAC001,90.00,Pending
279,R101,2025-12-02 19:00,2025-12-02 22:00,30.00,FAC001,90.00,Pending
449,R101,2025-12-02 19:00,2025-12-02 22:00,30.00,FAC001,90.00,Pending
927,R101,2025-12-02 19:00,2025-12-02 22:00,30.00,FAC001,90.00,Pending
389,R101,2025-12-02 19:00,2025-12-02 22:00,30.00,FAC001,90.00,Pending
134,R101,2025-12-02 19:19,2025-12-02 21:19,30.00,FAC001,60.00,Pending
127,R101,2025-12-02 19:19,2025-12-02 21:19,30.00,FAC001,60.00,Pending
779,R101,2025-12-02 19:19,2025-12-02 22:19,30.00,FAC001,90.00,Pending
296,R101,2025-12-02 19:19,2025-12-02 22:19,30.00,FAC001,90.00,Pending
257,R101,2025-12-02 19:19,2025-12-02 22:19,30.00,FAC001,90.00,Pending
475,R101,2025-12-02 19:19,2025-12-02 22:19,30.00,FAC001,90.00,Pending
688,R101,2025-12-02 19:19,2025-12-02 22:19,30.00,FAC001,90.00,Pending
267,R101,2025-12-02 19:19,2025-12-02 22:19,30.00,FAC001,90.00,Pending
314,R101,2025-12-02 19:19,2025-12-02 22:19,30.00,FAC001,90.00,Pending
647,R101,2025-12-02 19:19,2025-12-02 22:19,30.00,FAC001,90.00,Pending
955,R101,2025-12-02 19:58,2025-12-02 21:58,30.00,FAC001,60.00,Pending
262,R101,2025-12-02 19:58,2025-12-02 21:58,30.00,FAC001,60.00,Pending
161,R101,2025-12-02 19:58,2025-12-02 22:58,30.00,FAC001,90.00,Pending
750,R101,2025-12-02 19:58,2025-12-02 22:58,30.00,FAC001,90.00,Pending
619,R101,2025-12-02 19:58,2025-12-02 22:58,30.00,FAC001,90.00,Pending
408,R101,2025-12-02 19:58,2025-12-02 22:58,30.00,FAC001,90.00,Pending
585,R101,2025-12-02 19:58,2025-12-02 22:58,30.00,FAC001,90.00,Pending
920,R101,2025-12-02 19:58,2025-12-02 22:58,30.00,FAC001,90.00,Pending
763,R101,2025-12-02 19:58,2025-12-02 22:58,30.00,FAC001,90.00,Pending
198,R101,2025-12-02 19:58,2025-12-02 22:58,30.00,FAC001,90.00,Pending
831,R101,2025-12-02 20:09,2025-12-02 22:09,30.00,FAC001,60.00,Pending
561,R101,2025-12-02 20:09,2025-12-02 22:09,30.00,FAC001,60.00,Pending
281,R101,2025-12-02 20:09,2025-12-02 23:09,30.00,FAC001,90.00,Pending
988,R101,2025-12-02 20:09,2025-12-02 23:09,30.00,FAC001,90.00,Pending
248,R101,2025-12-02 20:09,2025-12-02 23:09,30.00,FAC001,90.00,Pending
663,R101,2025-12-02 20:09,2025-12-02 23:09,30.00,FAC001,90.00,Pending
254,R101,2025-12-02 20:09,2025-12-02 23:09,30.00,FAC001,90.00,Pending
234,R101,2025-12-02 20:09,2025-12-02 23:09,30.00,FAC001,90.00,Pending
438,R101,2025-12-02 20:09,2025-12-02 23:09,30.00,FAC001,90.00,Pending
257,R101,2025-12-02 20:09,2025-12-02 23:09,30.00,FAC001,90.00,Pending
104,R101,2025-12-02 21:15,2025-12-02 23:15,30.00,FAC001,60.00,Pending
695,R101,2025-12-02 21:15,2025-12-02 23:15,30.00,FAC001,60.00,Pending
113,R101,2025-12-02 21:15,2025-12-03 00:15,30.00,FAC001,90.00,Pending
944,R101,2025-12-02 21:15,2025-12-03 00:15,30.00,FAC001,90.00,Pending
333,R101,2025-12-02 21:15,2025-12-03 00:15,30.00,FAC001,90.00,Pending
501,R101,2025-12-02 21:15,2025-12-03 00:15,30.00,FAC001,90.00,Pending
949,R101,2025-12-02 21:15,2025-12-03 00:15,30.00,FAC001,90.00,Pending
222,R101,2025-12-02 21:15,2025-12-03 00:15,30.00,FAC001,90.00,Pending
416,R101,2025-12-02 21:15,2025-12-03 00:15,30.00,FAC001,90.00,Pending
267,R101,2025-12-02 21:15,2025-12-03 00:15,30.00,FAC001,90.00,Pending
631,R101,2025-12-02 21:24,2025-12-02 23:24,30.00,FAC001,60.00,Pending
791,R101,2025-12-02 21:24,2025-12-02 23:24,30.00,FAC001,60.00,Pending
156,R101,2025-12-02 21:24,2025-12-03 00:24,30.00,FAC001,90.00,Pending
441,R101,2025-12-02 21:24,2025-12-03 00:24,30.00,FAC001,90.00,Pending
990,R101,2025-12-02 21:24,2025-12-03 00:24,30.00,FAC001,90.00,Pending
839,R101,2025-12-02 21:24,2025-12-03 00:24,30.00,FAC001,90.00,Pending
119,R101,2025-12-02 21:24,2025-12-03 00:24,30.00,FAC001,90.00,Pending
226,R101,2025-12-02 21:24,2025-12-03 00:24,30.00,FAC001,90.00,Pending
401,R101,2025-12-02 21:24,2025-12-03 00:24,30.00,FAC001,90.00,Pending
412,R101,2025-12-02 21:24,2025-12-03 00:24,30.00,FAC001,90.00,Pending
367,R101,2025-12-02 21:25,2025-12-02 23:25,30.00,FAC001,60.00,Pending
704,R101,2025-12-02 21:25,2025-12-02 23:25,30.00,FAC001,60.00,Pending
466,R101,2025-12-02 21:39,2025-12-02 23:39,30.00,FAC001,60.00,Pending
904,R101,2025-12-02 21:39,2025-12-02 23:39,30.00,FAC001,60.00,Pending
